Geography,Geographic Area Name,Estimate!!Households!!Median income (dollars)
860Z200US02769,ZCTA5 02769,126161
860Z200US02770,ZCTA5 02770,119164
860Z200US02771,ZCTA5 02771,116310
860Z200US02777,ZCTA5 02777,116627
860Z200US02779,ZCTA5 02779,123877
860Z200US02780,ZCTA5 02780,75054
860Z200US02790,ZCTA5 02790,100617
860Z200US02791,ZCTA5 02791,104712
860Z200US02802,ZCTA5 02802,125522
860Z200US02804,ZCTA5 02804,101392
860Z200US02806,ZCTA5 02806,150542
860Z200US02807,ZCTA5 02807,72450
860Z200US02808,ZCTA5 02808,94712
860Z200US02809,ZCTA5 02809,96005
860Z200US02812,ZCTA5 02812,111711
860Z200US02813,ZCTA5 02813,103147
860Z200US02814,ZCTA5 02814,109632
860Z200US02815,ZCTA5 02815,209050
860Z200US02816,ZCTA5 02816,97941
860Z200US02817,ZCTA5 02817,137485
860Z200US02818,ZCTA5 02818,120952
860Z200US02822,ZCTA5 02822,87185
860Z200US02823,ZCTA5 02823,-
860Z200US02824,ZCTA5 02824,158438
860Z200US02825,ZCTA5 02825,110177
860Z200US02826,ZCTA5 02826,75347
860Z200US02827,ZCTA5 02827,135139
860Z200US02828,ZCTA5 02828,94746
860Z200US02829,ZCTA5 02829,-
860Z200US02830,ZCTA5 02830,121611
860Z200US02831,ZCTA5 02831,135106
860Z200US02832,ZCTA5 02832,101225
860Z200US02833,ZCTA5 02833,-
860Z200US02835,ZCTA5 02835,141442
860Z200US02836,ZCTA5 02836,-
860Z200US02837,ZCTA5 02837,129750
860Z200US02838,ZCTA5 02838,82075
860Z200US02839,ZCTA5 02839,100906
860Z200US02840,ZCTA5 02840,83515
860Z200US02841,ZCTA5 02841,-
860Z200US02842,ZCTA5 02842,97650
860Z200US02852,ZCTA5 02852,112457
860Z200US02857,ZCTA5 02857,108813
860Z200US02858,ZCTA5 02858,92016
860Z200US02859,ZCTA5 02859,118662
860Z200US02860,ZCTA5 02860,59954
860Z200US02861,ZCTA5 02861,83044
860Z200US02863,ZCTA5 02863,45921
860Z200US02864,ZCTA5 02864,118737
860Z200US02865,ZCTA5 02865,117042
860Z200US02871,ZCTA5 02871,119135
860Z200US02872,ZCTA5 02872,132969
860Z200US02873,ZCTA5 02873,-
860Z200US02874,ZCTA5 02874,155099
860Z200US02875,ZCTA5 02875,88469
860Z200US02876,ZCTA5 02876,33008
860Z200US02878,ZCTA5 02878,99542
860Z200US02879,ZCTA5 02879,115848
860Z200US02881,ZCTA5 02881,-
860Z200US02882,ZCTA5 02882,95794
860Z200US02885,ZCTA5 02885,89722
860Z200US02886,ZCTA5 02886,91037
860Z200US02888,ZCTA5 02888,88750
860Z200US02889,ZCTA5 02889,85617
860Z200US02891,ZCTA5 02891,90435
860Z200US02892,ZCTA5 02892,143534
860Z200US02893,ZCTA5 02893,73903
860Z200US02894,ZCTA5 02894,-
860Z200US02895,ZCTA5 02895,58579
860Z200US02896,ZCTA5 02896,109436
860Z200US02898,ZCTA5 02898,124083
860Z200US02903,ZCTA5 02903,62987
860Z200US02904,ZCTA5 02904,64637
860Z200US02905,ZCTA5 02905,57126
860Z200US02906,ZCTA5 02906,102796
860Z200US02907,ZCTA5 02907,49564
860Z200US02908,ZCTA5 02908,74341
860Z200US02909,ZCTA5 02909,63950
860Z200US02910,ZCTA5 02910,85909
860Z200US02911,ZCTA5 02911,85803
860Z200US02912,ZCTA5 02912,-
860Z200US02914,ZCTA5 02914,60838
860Z200US02915,ZCTA5 02915,90558
860Z200US02916,ZCTA5 02916,96293
860Z200US02917,ZCTA5 02917,106772
860Z200US02918,ZCTA5 02918,-
860Z200US02919,ZCTA5 02919,87811
860Z200US02920,ZCTA5 02920,79246
860Z200US02921,ZCTA5 02921,135500
860Z200US03031,ZCTA5 03031,155125
860Z200US03032,ZCTA5 03032,146290
860Z200US03033,ZCTA5 03033,165942
860Z200US03034,ZCTA5 03034,122356
860Z200US03036,ZCTA5 03036,138606
860Z200US03037,ZCTA5 03037,126063
860Z200US03038,ZCTA5 03038,104306
860Z200US03042,ZCTA5 03042,101354
860Z200US03043,ZCTA5 03043,96094
860Z200US03044,ZCTA5 03044,125774
860Z200US03045,ZCTA5 03045,114965
860Z200US03046,ZCTA5 03046,134205
860Z200US03047,ZCTA5 03047,99038
860Z200US03048,ZCTA5 03048,90938
860Z200US03049,ZCTA5 03049,156140
860Z200US03051,ZCTA5 03051,124973
860Z200US03052,ZCTA5 03052,155881
860Z200US03053,ZCTA5 03053,132241
860Z200US03054,ZCTA5 03054,128897
860Z200US03055,ZCTA5 03055,94514
860Z200US03057,ZCTA5 03057,160250
860Z200US03060,ZCTA5 03060,78068
860Z200US03062,ZCTA5 03062,102849
860Z200US03063,ZCTA5 03063,106924
860Z200US03064,ZCTA5 03064,91528
860Z200US03070,ZCTA5 03070,151296
860Z200US03071,ZCTA5 03071,100417
860Z200US03076,ZCTA5 03076,126804
860Z200US03077,ZCTA5 03077,92002
860Z200US03079,ZCTA5 03079,101339
860Z200US03082,ZCTA5 03082,111016
860Z200US03084,ZCTA5 03084,86528
860Z200US03086,ZCTA5 03086,117732
860Z200US03087,ZCTA5 03087,189450
860Z200US03101,ZCTA5 03101,80483
860Z200US03102,ZCTA5 03102,69927
860Z200US03103,ZCTA5 03103,70049
860Z200US03104,ZCTA5 03104,84513
860Z200US03106,ZCTA5 03106,107137
860Z200US03109,ZCTA5 03109,108060
860Z200US03110,ZCTA5 03110,160253
860Z200US03215,ZCTA5 03215,103333
860Z200US03216,ZCTA5 03216,86875
860Z200US03217,ZCTA5 03217,54495
860Z200US03218,ZCTA5 03218,97669
860Z200US03220,ZCTA5 03220,78151
860Z200US03221,ZCTA5 03221,92083
860Z200US03222,ZCTA5 03222,78535
860Z200US03223,ZCTA5 03223,109801
860Z200US03224,ZCTA5 03224,117500
860Z200US03225,ZCTA5 03225,97109
860Z200US03226,ZCTA5 03226,119375
860Z200US03227,ZCTA5 03227,141083
860Z200US03229,ZCTA5 03229,130216
860Z200US03230,ZCTA5 03230,66458
860Z200US03231,ZCTA5 03231,141875
860Z200US03233,ZCTA5 03233,116875
860Z200US03234,ZCTA5 03234,92623
860Z200US03235,ZCTA5 03235,69921
860Z200US03237,ZCTA5 03237,107353
860Z200US03238,ZCTA5 03238,44350
860Z200US03240,ZCTA5 03240,72188
860Z200US03241,ZCTA5 03241,91528
860Z200US03242,ZCTA5 03242,87344
860Z200US03243,ZCTA5 03243,79750
860Z200US03244,ZCTA5 03244,93886
860Z200US03245,ZCTA5 03245,83958
860Z200US03246,ZCTA5 03246,68407
860Z200US03249,ZCTA5 03249,115423
860Z200US03251,ZCTA5 03251,65990
860Z200US03253,ZCTA5 03253,69808
860Z200US03254,ZCTA5 03254,93839
860Z200US03255,ZCTA5 03255,123167
860Z200US03256,ZCTA5 03256,83804
860Z200US03257,ZCTA5 03257,89750
860Z200US03258,ZCTA5 03258,111607
860Z200US03259,ZCTA5 03259,82024
860Z200US03260,ZCTA5 03260,116375
860Z200US03261,ZCTA5 03261,117841
860Z200US03262,ZCTA5 03262,72000
860Z200US03263,ZCTA5 03263,66823
860Z200US03264,ZCTA5 03264,75600
860Z200US03266,ZCTA5 03266,66964
860Z200US03268,ZCTA5 03268,105000
860Z200US03269,ZCTA5 03269,94821
860Z200US03273,ZCTA5 03273,183525
860Z200US03275,ZCTA5 03275,84776
860Z200US03276,ZCTA5 03276,79270
860Z200US03278,ZCTA5 03278,98333
860Z200US03279,ZCTA5 03279,61875
860Z200US03280,ZCTA5 03280,85250
860Z200US03281,ZCTA5 03281,115833
860Z200US03282,ZCTA5 03282,105000
860Z200US03284,ZCTA5 03284,111563
860Z200US03285,ZCTA5 03285,81094
860Z200US03287,ZCTA5 03287,115469
860Z200US03290,ZCTA5 03290,108459
860Z200US03291,ZCTA5 03291,-
860Z200US03293,ZCTA5 03293,68125
860Z200US03301,ZCTA5 03301,85943
860Z200US03303,ZCTA5 03303,79688
860Z200US03304,ZCTA5 03304,161482
860Z200US03307,ZCTA5 03307,100141
860Z200US03431,ZCTA5 03431,78196
860Z200US03440,ZCTA5 03440,91094
860Z200US03441,ZCTA5 03441,-
860Z200US03442,ZCTA5 03442,78071
860Z200US03443,ZCTA5 03443,-
860Z200US03444,ZCTA5 03444,100938
860Z200US03445,ZCTA5 03445,95625
860Z200US03446,ZCTA5 03446,82326
860Z200US03447,ZCTA5 03447,91076
860Z200US03448,ZCTA5 03448,70833
860Z200US03449,ZCTA5 03449,88958
860Z200US03450,ZCTA5 03450,98611
860Z200US03451,ZCTA5 03451,68979
860Z200US03452,ZCTA5 03452,87527
860Z200US03455,ZCTA5 03455,74219
860Z200US03456,ZCTA5 03456,104605
860Z200US03457,ZCTA5 03457,90417
860Z200US03458,ZCTA5 03458,100189
860Z200US03461,ZCTA5 03461,102662
860Z200US03462,ZCTA5 03462,106417
860Z200US03464,ZCTA5 03464,91786
860Z200US03465,ZCTA5 03465,79375
860Z200US03466,ZCTA5 03466,116314
860Z200US03467,ZCTA5 03467,98684
860Z200US03470,ZCTA5 03470,73250
860Z200US03561,ZCTA5 03561,54545
860Z200US03570,ZCTA5 03570,43972
860Z200US03574,ZCTA5 03574,83870
860Z200US03575,ZCTA5 03575,-
860Z200US03576,ZCTA5 03576,51822
860Z200US03579,ZCTA5 03579,61429
860Z200US03580,ZCTA5 03580,77283
860Z200US03581,ZCTA5 03581,61370
860Z200US03582,ZCTA5 03582,53059
860Z200US03583,ZCTA5 03583,66711
860Z200US03584,ZCTA5 03584,92797
860Z200US03585,ZCTA5 03585,65769
860Z200US03586,ZCTA5 03586,137500
860Z200US03588,ZCTA5 03588,71667
860Z200US03590,ZCTA5 03590,50586
860Z200US03592,ZCTA5 03592,59000
860Z200US03593,ZCTA5 03593,95000
860Z200US03595,ZCTA5 03595,78750
860Z200US03597,ZCTA5 03597,64688
860Z200US03598,ZCTA5 03598,63963
860Z200US03601,ZCTA5 03601,80577
860Z200US03602,ZCTA5 03602,64605
860Z200US03603,ZCTA5 03603,55266
860Z200US03604,ZCTA5 03604,-
860Z200US03605,ZCTA5 03605,84063
860Z200US03607,ZCTA5 03607,80694
860Z200US03608,ZCTA5 03608,77244
860Z200US03609,ZCTA5 03609,69943
860Z200US03740,ZCTA5 03740,70298
860Z200US03741,ZCTA5 03741,78523
860Z200US03743,ZCTA5 03743,54978
860Z200US03745,ZCTA5 03745,89046
860Z200US03748,ZCTA5 03748,96335
860Z200US03750,ZCTA5 03750,218750
860Z200US03751,ZCTA5 03751,38892
860Z200US03752,ZCTA5 03752,59583
860Z200US03753,ZCTA5 03753,113317
860Z200US03755,ZCTA5 03755,161162
860Z200US03765,ZCTA5 03765,-
860Z200US03766,ZCTA5 03766,96642
860Z200US03768,ZCTA5 03768,141719
860Z200US03770,ZCTA5 03770,148958
860Z200US03771,ZCTA5 03771,85217
860Z200US03773,ZCTA5 03773,78073
860Z200US03774,ZCTA5 03774,53750
860Z200US03777,ZCTA5 03777,85938
860Z200US03779,ZCTA5 03779,93393
860Z200US03780,ZCTA5 03780,145163
860Z200US03781,ZCTA5 03781,104700
860Z200US03782,ZCTA5 03782,109185
860Z200US03784,ZCTA5 03784,84303
860Z200US03785,ZCTA5 03785,56449
860Z200US03801,ZCTA5 03801,106520
860Z200US03809,ZCTA5 03809,92278
860Z200US03810,ZCTA5 03810,143102
860Z200US03811,ZCTA5 03811,144481
860Z200US03812,ZCTA5 03812,-
860Z200US03813,ZCTA5 03813,58299
860Z200US03814,ZCTA5 03814,74475
860Z200US03816,ZCTA5 03816,85750
860Z200US03817,ZCTA5 03817,72788
860Z200US03818,ZCTA5 03818,73346
860Z200US03819,ZCTA5 03819,109726
860Z200US03820,ZCTA5 03820,92793
860Z200US03823,ZCTA5 03823,144635
860Z200US03824,ZCTA5 03824,126658
860Z200US03825,ZCTA5 03825,99706
860Z200US03826,ZCTA5 03826,110759
860Z200US03827,ZCTA5 03827,135341
860Z200US03830,ZCTA5 03830,68304
860Z200US03832,ZCTA5 03832,75833
860Z200US03833,ZCTA5 03833,110566
860Z200US03835,ZCTA5 03835,63704
860Z200US03836,ZCTA5 03836,71875
860Z200US03837,ZCTA5 03837,116605
860Z200US03838,ZCTA5 03838,68050
860Z200US03839,ZCTA5 03839,86932
860Z200US03840,ZCTA5 03840,147132
860Z200US03841,ZCTA5 03841,99268
860Z200US03842,ZCTA5 03842,94433
860Z200US03844,ZCTA5 03844,155787
860Z200US03845,ZCTA5 03845,71667
860Z200US03846,ZCTA5 03846,89583
860Z200US03847,ZCTA5 03847,46845
860Z200US03848,ZCTA5 03848,103665
860Z200US03849,ZCTA5 03849,96875
860Z200US03850,ZCTA5 03850,120250
860Z200US03851,ZCTA5 03851,98750
860Z200US03852,ZCTA5 03852,-
860Z200US03853,ZCTA5 03853,101958
860Z200US03854,ZCTA5 03854,193558
860Z200US03855,ZCTA5 03855,99122
860Z200US03856,ZCTA5 03856,191625
860Z200US03857,ZCTA5 03857,94345
860Z200US03858,ZCTA5 03858,135648
860Z200US03860,ZCTA5 03860,81771
860Z200US03861,ZCTA5 03861,140321
860Z200US03862,ZCTA5 03862,136170
860Z200US03864,ZCTA5 03864,64744
860Z200US03865,ZCTA5 03865,109040
860Z200US03867,ZCTA5 03867,74397
860Z200US03868,ZCTA5 03868,89000
860Z200US03869,ZCTA5 03869,82983
860Z200US03870,ZCTA5 03870,127772
860Z200US03871,ZCTA5 03871,-
860Z200US03872,ZCTA5 03872,91563
860Z200US03873,ZCTA5 03873,137813
860Z200US03874,ZCTA5 03874,87000
860Z200US03875,ZCTA5 03875,112625
860Z200US03878,ZCTA5 03878,79691
860Z200US03882,ZCTA5 03882,77426
860Z200US03883,ZCTA5 03883,77610
860Z200US03884,ZCTA5 03884,122083
860Z200US03885,ZCTA5 03885,141438
860Z200US03886,ZCTA5 03886,77955
860Z200US03887,ZCTA5 03887,99868
860Z200US03890,ZCTA5 03890,-
860Z200US03894,ZCTA5 03894,84660
860Z200US03897,ZCTA5 03897,-
860Z200US03901,ZCTA5 03901,77790
860Z200US03902,ZCTA5 03902,131538
860Z200US03903,ZCTA5 03903,100472
860Z200US03904,ZCTA5 03904,74551
860Z200US03905,ZCTA5 03905,138519
860Z200US03906,ZCTA5 03906,95762
860Z200US03907,ZCTA5 03907,104250
860Z200US03908,ZCTA5 03908,97927
860Z200US03909,ZCTA5 03909,108889
860Z200US03910,ZCTA5 03910,-
860Z200US03911,ZCTA5 03911,-
860Z200US04001,ZCTA5 04001,75652
860Z200US04002,ZCTA5 04002,77853
860Z200US04003,ZCTA5 04003,71250
860Z200US04005,ZCTA5 04005,71268
860Z200US04006,ZCTA5 04006,"250,000+"
860Z200US04008,ZCTA5 04008,104914
860Z200US04009,ZCTA5 04009,86386
860Z200US04010,ZCTA5 04010,59291
860Z200US04011,ZCTA5 04011,74102
860Z200US04015,ZCTA5 04015,64229
860Z200US04017,ZCTA5 04017,63750
860Z200US04019,ZCTA5 04019,85625
860Z200US04020,ZCTA5 04020,69068
860Z200US04021,ZCTA5 04021,145833
860Z200US04022,ZCTA5 04022,65938
860Z200US04024,ZCTA5 04024,55833
860Z200US04027,ZCTA5 04027,97257
860Z200US04029,ZCTA5 04029,71845
860Z200US04030,ZCTA5 04030,69709
860Z200US04032,ZCTA5 04032,108864
860Z200US04037,ZCTA5 04037,52135
860Z200US04038,ZCTA5 04038,110181
860Z200US04039,ZCTA5 04039,94284
860Z200US04040,ZCTA5 04040,58267
860Z200US04041,ZCTA5 04041,62500
860Z200US04042,ZCTA5 04042,81250
860Z200US04043,ZCTA5 04043,101204
860Z200US04046,ZCTA5 04046,99861
860Z200US04047,ZCTA5 04047,61250
860Z200US04048,ZCTA5 04048,90125
860Z200US04049,ZCTA5 04049,78558
860Z200US04050,ZCTA5 04050,80625
860Z200US04051,ZCTA5 04051,72308
860Z200US04055,ZCTA5 04055,68278
860Z200US04056,ZCTA5 04056,-
860Z200US04057,ZCTA5 04057,-
860Z200US04061,ZCTA5 04061,83299
860Z200US04062,ZCTA5 04062,98946
860Z200US04063,ZCTA5 04063,60594
860Z200US04064,ZCTA5 04064,66689
860Z200US04066,ZCTA5 04066,113409
860Z200US04068,ZCTA5 04068,58333
860Z200US04069,ZCTA5 04069,103750
860Z200US04071,ZCTA5 04071,86932
860Z200US04072,ZCTA5 04072,84328
860Z200US04073,ZCTA5 04073,69135
860Z200US04074,ZCTA5 04074,125642
860Z200US04076,ZCTA5 04076,87560
860Z200US04079,ZCTA5 04079,87866
860Z200US04083,ZCTA5 04083,81299
860Z200US04084,ZCTA5 04084,103086
860Z200US04085,ZCTA5 04085,88739
860Z200US04086,ZCTA5 04086,82356
860Z200US04087,ZCTA5 04087,96268
860Z200US04088,ZCTA5 04088,65000
860Z200US04090,ZCTA5 04090,83900
860Z200US04091,ZCTA5 04091,79500
860Z200US04092,ZCTA5 04092,85868
860Z200US04093,ZCTA5 04093,85208
860Z200US04095,ZCTA5 04095,57188
860Z200US04096,ZCTA5 04096,107911
860Z200US04097,ZCTA5 04097,119813
860Z200US04101,ZCTA5 04101,60726
860Z200US04102,ZCTA5 04102,79631
860Z200US04103,ZCTA5 04103,90682
860Z200US04105,ZCTA5 04105,131833
860Z200US04106,ZCTA5 04106,83744
860Z200US04107,ZCTA5 04107,145464
860Z200US04108,ZCTA5 04108,84120
860Z200US04109,ZCTA5 04109,-
860Z200US04110,ZCTA5 04110,187857
860Z200US04210,ZCTA5 04210,66552
860Z200US04216,ZCTA5 04216,44583
860Z200US04217,ZCTA5 04217,58152
860Z200US04219,ZCTA5 04219,61719
860Z200US04220,ZCTA5 04220,89036
860Z200US04221,ZCTA5 04221,67656
860Z200US04222,ZCTA5 04222,96492
860Z200US04224,ZCTA5 04224,67109
860Z200US04226,ZCTA5 04226,37375
860Z200US04227,ZCTA5 04227,-
860Z200US04231,ZCTA5 04231,50893
860Z200US04234,ZCTA5 04234,-
860Z200US04236,ZCTA5 04236,91736
860Z200US04237,ZCTA5 04237,-
860Z200US04238,ZCTA5 04238,88011
860Z200US04239,ZCTA5 04239,77575
860Z200US04240,ZCTA5 04240,56558
860Z200US04250,ZCTA5 04250,71903
860Z200US04252,ZCTA5 04252,72303
860Z200US04253,ZCTA5 04253,71691
860Z200US04254,ZCTA5 04254,44535
860Z200US04255,ZCTA5 04255,54107
860Z200US04256,ZCTA5 04256,58958
860Z200US04257,ZCTA5 04257,54052
860Z200US04258,ZCTA5 04258,91932
860Z200US04259,ZCTA5 04259,94868
860Z200US04260,ZCTA5 04260,107781
860Z200US04261,ZCTA5 04261,41250
860Z200US04263,ZCTA5 04263,86339
860Z200US04265,ZCTA5 04265,43712
860Z200US04267,ZCTA5 04267,-
860Z200US04268,ZCTA5 04268,53162
860Z200US04270,ZCTA5 04270,69263
860Z200US04271,ZCTA5 04271,-
860Z200US04274,ZCTA5 04274,94625
860Z200US04275,ZCTA5 04275,64643
860Z200US04276,ZCTA5 04276,39522
860Z200US04280,ZCTA5 04280,63250
860Z200US04281,ZCTA5 04281,68197
860Z200US04282,ZCTA5 04282,87981
860Z200US04284,ZCTA5 04284,75987
860Z200US04285,ZCTA5 04285,64118
860Z200US04286,ZCTA5 04286,-
860Z200US04287,ZCTA5 04287,78238
860Z200US04289,ZCTA5 04289,55670
860Z200US04290,ZCTA5 04290,67500
860Z200US04292,ZCTA5 04292,51250
860Z200US04294,ZCTA5 04294,61016
860Z200US04330,ZCTA5 04330,55158
860Z200US04341,ZCTA5 04341,-
860Z200US04342,ZCTA5 04342,78150
860Z200US04344,ZCTA5 04344,60000
860Z200US04345,ZCTA5 04345,68844
860Z200US04346,ZCTA5 04346,52917
860Z200US04347,ZCTA5 04347,58811
860Z200US04348,ZCTA5 04348,72734
860Z200US04349,ZCTA5 04349,56250
860Z200US04350,ZCTA5 04350,75329
860Z200US04351,ZCTA5 04351,89453
860Z200US04352,ZCTA5 04352,73664
860Z200US04353,ZCTA5 04353,73750
860Z200US04354,ZCTA5 04354,92344
860Z200US04355,ZCTA5 04355,88583
860Z200US04357,ZCTA5 04357,66667
860Z200US04358,ZCTA5 04358,93825
860Z200US04359,ZCTA5 04359,120652
860Z200US04360,ZCTA5 04360,74453
860Z200US04363,ZCTA5 04363,65852
860Z200US04364,ZCTA5 04364,82858
860Z200US04401,ZCTA5 04401,66136
860Z200US04406,ZCTA5 04406,53250
860Z200US04408,ZCTA5 04408,65625
860Z200US04410,ZCTA5 04410,72167
860Z200US04411,ZCTA5 04411,68929
860Z200US04412,ZCTA5 04412,51490
860Z200US04413,ZCTA5 04413,63971
860Z200US04414,ZCTA5 04414,54914
860Z200US04415,ZCTA5 04415,39375
860Z200US04416,ZCTA5 04416,62913
860Z200US04417,ZCTA5 04417,42778
860Z200US04418,ZCTA5 04418,59150
860Z200US04419,ZCTA5 04419,89615
860Z200US04421,ZCTA5 04421,111500
860Z200US04422,ZCTA5 04422,75795
860Z200US04424,ZCTA5 04424,42313
860Z200US04426,ZCTA5 04426,58750
860Z200US04427,ZCTA5 04427,60612
860Z200US04428,ZCTA5 04428,74784
860Z200US04429,ZCTA5 04429,92223
860Z200US04430,ZCTA5 04430,44306
860Z200US04431,ZCTA5 04431,-
860Z200US04434,ZCTA5 04434,68788
860Z200US04435,ZCTA5 04435,76875
860Z200US04438,ZCTA5 04438,64750
860Z200US04441,ZCTA5 04441,60965
860Z200US04442,ZCTA5 04442,52788
860Z200US04443,ZCTA5 04443,49432
860Z200US04444,ZCTA5 04444,102922
860Z200US04448,ZCTA5 04448,48958
860Z200US04449,ZCTA5 04449,59750
860Z200US04450,ZCTA5 04450,77917
860Z200US04451,ZCTA5 04451,29402
860Z200US04453,ZCTA5 04453,43839
860Z200US04454,ZCTA5 04454,-
860Z200US04455,ZCTA5 04455,49219
860Z200US04456,ZCTA5 04456,75917
860Z200US04457,ZCTA5 04457,51403
860Z200US04459,ZCTA5 04459,43750
860Z200US04460,ZCTA5 04460,46125
860Z200US04461,ZCTA5 04461,63892
860Z200US04462,ZCTA5 04462,44167
860Z200US04463,ZCTA5 04463,58693
860Z200US04464,ZCTA5 04464,52019
860Z200US04468,ZCTA5 04468,51063
860Z200US04469,ZCTA5 04469,-
860Z200US04471,ZCTA5 04471,40417
860Z200US04472,ZCTA5 04472,82697
860Z200US04473,ZCTA5 04473,58893
860Z200US04474,ZCTA5 04474,92583
860Z200US04475,ZCTA5 04475,51667
860Z200US04476,ZCTA5 04476,52500
860Z200US04478,ZCTA5 04478,58750
860Z200US04479,ZCTA5 04479,43365
860Z200US04481,ZCTA5 04481,71450
860Z200US04485,ZCTA5 04485,63750
860Z200US04487,ZCTA5 04487,41136
860Z200US04488,ZCTA5 04488,76563
860Z200US04489,ZCTA5 04489,-
860Z200US04490,ZCTA5 04490,47656
860Z200US04491,ZCTA5 04491,53500
860Z200US04492,ZCTA5 04492,43750
860Z200US04493,ZCTA5 04493,55625
860Z200US04495,ZCTA5 04495,37125
860Z200US04496,ZCTA5 04496,103938
860Z200US04497,ZCTA5 04497,43438
860Z200US04530,ZCTA5 04530,78482
860Z200US04535,ZCTA5 04535,87250
860Z200US04537,ZCTA5 04537,57476
860Z200US04538,ZCTA5 04538,60000
860Z200US04539,ZCTA5 04539,94688
860Z200US04541,ZCTA5 04541,-
860Z200US04543,ZCTA5 04543,59659
860Z200US04544,ZCTA5 04544,-
860Z200US04547,ZCTA5 04547,66618
860Z200US04548,ZCTA5 04548,82986
860Z200US04551,ZCTA5 04551,96250
860Z200US04553,ZCTA5 04553,79667
860Z200US04554,ZCTA5 04554,76932
860Z200US04555,ZCTA5 04555,96667
860Z200US04556,ZCTA5 04556,89844
860Z200US04558,ZCTA5 04558,81103
860Z200US04562,ZCTA5 04562,102446
860Z200US04563,ZCTA5 04563,68345
860Z200US04564,ZCTA5 04564,118077
860Z200US04568,ZCTA5 04568,54554
860Z200US04570,ZCTA5 04570,-
860Z200US04571,ZCTA5 04571,56447
860Z200US04572,ZCTA5 04572,66072
860Z200US04573,ZCTA5 04573,85682
860Z200US04574,ZCTA5 04574,63036
860Z200US04575,ZCTA5 04575,95625
860Z200US04576,ZCTA5 04576,83438
860Z200US04578,ZCTA5 04578,82750
860Z200US04579,ZCTA5 04579,103482
860Z200US04605,ZCTA5 04605,72083
860Z200US04606,ZCTA5 04606,48603
860Z200US04607,ZCTA5 04607,61583
860Z200US04609,ZCTA5 04609,74408
860Z200US04611,ZCTA5 04611,68125
860Z200US04612,ZCTA5 04612,85694
860Z200US04613,ZCTA5 04613,59792
860Z200US04614,ZCTA5 04614,70164
860Z200US04616,ZCTA5 04616,66250
860Z200US04617,ZCTA5 04617,51891
860Z200US04619,ZCTA5 04619,48654
860Z200US04622,ZCTA5 04622,43000
860Z200US04623,ZCTA5 04623,54286
860Z200US04624,ZCTA5 04624,58750
860Z200US04625,ZCTA5 04625,68000
860Z200US04626,ZCTA5 04626,56667
860Z200US04627,ZCTA5 04627,60536
860Z200US04628,ZCTA5 04628,50427
860Z200US04630,ZCTA5 04630,56875
860Z200US04631,ZCTA5 04631,46205
860Z200US04634,ZCTA5 04634,66607
860Z200US04635,ZCTA5 04635,41750
860Z200US04640,ZCTA5 04640,69504
860Z200US04642,ZCTA5 04642,61406
860Z200US04643,ZCTA5 04643,62344
860Z200US04645,ZCTA5 04645,-
860Z200US04646,ZCTA5 04646,74250
860Z200US04648,ZCTA5 04648,54375
860Z200US04649,ZCTA5 04649,61667
860Z200US04650,ZCTA5 04650,106964
860Z200US04652,ZCTA5 04652,58125
860Z200US04653,ZCTA5 04653,86818
860Z200US04654,ZCTA5 04654,48049
860Z200US04655,ZCTA5 04655,52188
860Z200US04657,ZCTA5 04657,50417
860Z200US04658,ZCTA5 04658,47308
860Z200US04660,ZCTA5 04660,83750
860Z200US04662,ZCTA5 04662,150250
860Z200US04664,ZCTA5 04664,59318
860Z200US04666,ZCTA5 04666,61071
860Z200US04667,ZCTA5 04667,71023
860Z200US04668,ZCTA5 04668,43173
860Z200US04669,ZCTA5 04669,82857
860Z200US04671,ZCTA5 04671,63125
860Z200US04673,ZCTA5 04673,-
860Z200US04674,ZCTA5 04674,77917
860Z200US04675,ZCTA5 04675,-
860Z200US04676,ZCTA5 04676,74598
860Z200US04677,ZCTA5 04677,76250
860Z200US04679,ZCTA5 04679,54333
860Z200US04680,ZCTA5 04680,69837
860Z200US04681,ZCTA5 04681,60147
860Z200US04683,ZCTA5 04683,-
860Z200US04684,ZCTA5 04684,77632
860Z200US04685,ZCTA5 04685,78125
860Z200US04686,ZCTA5 04686,48750
860Z200US04691,ZCTA5 04691,52400
860Z200US04693,ZCTA5 04693,63015
860Z200US04694,ZCTA5 04694,57813
860Z200US04730,ZCTA5 04730,55345
860Z200US04732,ZCTA5 04732,48854
860Z200US04733,ZCTA5 04733,55278
860Z200US04734,ZCTA5 04734,75605
860Z200US04735,ZCTA5 04735,53333
860Z200US04736,ZCTA5 04736,56189
860Z200US04737,ZCTA5 04737,-
860Z200US04739,ZCTA5 04739,52083
860Z200US04740,ZCTA5 04740,44410
860Z200US04742,ZCTA5 04742,68112
860Z200US04743,ZCTA5 04743,61628
860Z200US04745,ZCTA5 04745,50000
860Z200US04746,ZCTA5 04746,34167
860Z200US04747,ZCTA5 04747,61089
860Z200US04750,ZCTA5 04750,43750
860Z200US04756,ZCTA5 04756,43750
860Z200US04757,ZCTA5 04757,78690
860Z200US04758,ZCTA5 04758,63237
860Z200US04760,ZCTA5 04760,56771
860Z200US04761,ZCTA5 04761,53125
860Z200US04762,ZCTA5 04762,52344
860Z200US04763,ZCTA5 04763,46696
860Z200US04764,ZCTA5 04764,-
860Z200US04765,ZCTA5 04765,47269
860Z200US04766,ZCTA5 04766,53750
860Z200US04768,ZCTA5 04768,47250
